run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Demo_S1_simple,S1,0.000,0.0036,0.0000,0.0160,0.3600,1.6000,0.0000,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.3000,0.6000,0,0,0,SIMPLE
Demo_S1_simple,S1,0.010,0.0072,0.0001,0.0320,0.3600,1.6000,0.0000,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.3000,0.6000,0,0,0,SIMPLE
Demo_S1_simple,S1,0.020,0.0108,0.0002,0.0480,0.3600,1.6007,0.0001,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2999,0.6001,0,0,0,SIMPLE
Demo_S1_simple,S1,0.030,0.0144,0.0003,0.0640,0.3600,1.6022,0.0002,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2998,0.6002,0,0,0,SIMPLE
Demo_S1_simple,S1,0.040,0.0180,0.0006,0.0801,0.3600,1.6044,0.0003,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2996,0.6004,0,0,0,SIMPLE
Demo_S1_simple,S1,0.050,0.0216,0.0009,0.0961,0.3600,1.6074,0.0006,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2993,0.6007,0,0,0,SIMPLE
Demo_S1_simple,S1,0.060,0.0252,0.0012,0.1123,0.3600,1.6111,0.0009,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2990,0.6010,0,0,0,SIMPLE
Demo_S1_simple,S1,0.070,0.0287,0.0016,0.1284,0.3600,1.6155,0.0012,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2985,0.6015,0,0,0,SIMPLE
Demo_S1_simple,S1,0.080,0.0323,0.0021,0.1446,0.3600,1.6206,0.0016,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2981,0.6019,0,0,0,SIMPLE
Demo_S1_simple,S1,0.090,0.0359,0.0026,0.1609,0.3600,1.6265,0.0021,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2975,0.6025,0,0,0,SIMPLE
Demo_S1_simple,S1,0.100,0.0394,0.0032,0.1772,0.3600,1.6332,0.0026,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2969,0.6031,0,0,0,SIMPLE
Demo_S1_simple,S1,0.110,0.0430,0.0038,0.1936,0.3600,1.6406,0.0032,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2962,0.6038,0,0,0,SIMPLE
Demo_S1_simple,S1,0.120,0.0465,0.0045,0.2101,0.3600,1.6487,0.0038,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2954,0.6046,0,0,0,SIMPLE
Demo_S1_simple,S1,0.130,0.0500,0.0052,0.2267,0.3600,1.6576,0.0045,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2946,0.6054,0,0,0,SIMPLE
Demo_S1_simple,S1,0.140,0.0535,0.0061,0.2434,0.3600,1.6672,0.0052,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2937,0.6063,0,0,0,SIMPLE
Demo_S1_simple,S1,0.150,0.0570,0.0069,0.2601,0.3600,1.6775,0.0061,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2927,0.6073,0,0,0,SIMPLE
Demo_S1_simple,S1,0.160,0.0605,0.0078,0.2770,0.3600,1.6886,0.0069,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2917,0.6083,0,0,0,SIMPLE
Demo_S1_simple,S1,0.170,0.0640,0.0088,0.2940,0.3600,1.7005,0.0078,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2906,0.6094,0,0,0,SIMPLE
Demo_S1_simple,S1,0.180,0.0674,0.0099,0.3112,0.3600,1.7131,0.0088,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2894,0.6106,0,0,0,SIMPLE
Demo_S1_simple,S1,0.190,0.0708,0.0110,0.3284,0.3600,1.7264,0.0099,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2881,0.6119,0,0,0,SIMPLE
Demo_S1_simple,S1,0.200,0.0742,0.0121,0.3458,0.3600,1.7405,0.0110,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2868,0.6132,0,0,0,SIMPLE
Demo_S1_simple,S1,0.210,0.0776,0.0134,0.3634,0.3600,1.7554,0.0121,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2854,0.6146,0,0,0,SIMPLE
Demo_S1_simple,S1,0.220,0.0810,0.0146,0.3811,0.3600,1.7710,0.0134,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2840,0.6160,0,0,0,SIMPLE
Demo_S1_simple,S1,0.230,0.0843,0.0160,0.3990,0.3600,1.7874,0.0146,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2824,0.6176,0,0,0,SIMPLE
Demo_S1_simple,S1,0.240,0.0877,0.0174,0.4170,0.3600,1.8045,0.0160,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2808,0.6192,0,0,0,SIMPLE
Demo_S1_simple,S1,0.250,0.0909,0.0188,0.4352,0.3600,1.8224,0.0174,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2791,0.6209,0,0,0,SIMPLE
Demo_S1_simple,S1,0.260,0.0942,0.0204,0.4536,0.3600,1.8411,0.0188,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2774,0.6226,0,0,0,SIMPLE
Demo_S1_simple,S1,0.270,0.0974,0.0219,0.4722,0.3600,1.8605,0.0204,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2756,0.6244,0,0,0,SIMPLE
Demo_S1_simple,S1,0.280,0.1007,0.0236,0.4911,0.3600,1.8807,0.0219,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2737,0.6263,0,0,0,SIMPLE
Demo_S1_simple,S1,0.290,0.1038,0.0253,0.5101,0.3600,1.9017,0.0236,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2717,0.6283,0,0,0,SIMPLE
Demo_S1_simple,S1,0.300,0.1070,0.0270,0.5293,0.3600,1.9234,0.0253,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2697,0.6303,0,0,0,SIMPLE
Demo_S1_simple,S1,0.310,0.1101,0.0288,0.5488,0.3600,1.9459,0.0270,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2676,0.6324,0,0,0,SIMPLE
Demo_S1_simple,S1,0.320,0.1131,0.0307,0.5685,0.3600,1.9692,0.0288,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2654,0.6346,0,0,0,SIMPLE
Demo_S1_simple,S1,0.330,0.1162,0.0327,0.5884,0.3600,1.9932,0.0307,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2631,0.6369,0,0,0,SIMPLE
Demo_S1_simple,S1,0.340,0.1192,0.0347,0.6086,0.3600,2.0180,0.0327,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2608,0.6392,0,0,0,SIMPLE
Demo_S1_simple,S1,0.350,0.1221,0.0367,0.6290,0.3600,2.0436,0.0347,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2584,0.6416,0,0,0,SIMPLE
Demo_S1_simple,S1,0.360,0.1250,0.0388,0.6497,0.3600,2.0699,0.0367,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2559,0.6441,0,0,0,SIMPLE
Demo_S1_simple,S1,0.370,0.1279,0.0410,0.6707,0.3600,2.0971,0.0388,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2534,0.6466,0,0,0,SIMPLE
Demo_S1_simple,S1,0.380,0.1307,0.0432,0.6919,0.3600,2.1249,0.0410,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2508,0.6492,0,0,0,SIMPLE
Demo_S1_simple,S1,0.390,0.1335,0.0455,0.7135,0.3600,2.1536,0.0432,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2481,0.6519,0,0,0,SIMPLE
Demo_S1_simple,S1,0.400,0.1362,0.0479,0.7353,0.3600,2.1830,0.0455,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2453,0.6547,0,0,0,SIMPLE
Demo_S1_simple,S1,0.410,0.1389,0.0503,0.7574,0.3600,2.2131,0.0479,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2425,0.6575,0,0,0,SIMPLE
Demo_S1_simple,S1,0.420,0.1415,0.0528,0.7799,0.3600,2.2440,0.0503,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2396,0.6604,0,0,0,SIMPLE
Demo_S1_simple,S1,0.430,0.1441,0.0553,0.8026,0.3600,2.2757,0.0528,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2367,0.6633,0,0,0,SIMPLE
Demo_S1_simple,S1,0.440,0.1466,0.0579,0.8257,0.3600,2.3081,0.0553,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2336,0.6664,0,0,0,SIMPLE
Demo_S1_simple,S1,0.450,0.1490,0.0606,0.8491,0.3600,2.3412,0.0579,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2305,0.6695,0,0,0,SIMPLE
Demo_S1_simple,S1,0.460,0.1514,0.0633,0.8729,0.3600,2.3751,0.0606,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2273,0.6727,0,0,0,SIMPLE
Demo_S1_simple,S1,0.470,0.1537,0.0660,0.8970,0.3600,2.4097,0.0633,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2241,0.6759,0,0,0,SIMPLE
Demo_S1_simple,S1,0.480,0.1559,0.0688,0.9214,0.3600,2.4450,0.0660,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2208,0.6792,0,0,0,SIMPLE
Demo_S1_simple,S1,0.490,0.1581,0.0717,0.9462,0.3600,2.4810,0.0688,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2174,0.6826,0,0,0,SIMPLE
Demo_S1_simple,S1,0.500,0.1602,0.0746,0.9714,0.3600,2.5177,0.0717,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2140,0.6860,0,0,0,SIMPLE
Demo_S1_simple,S1,0.510,0.1623,0.0776,0.9969,0.3600,2.5551,0.0746,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2105,0.6895,0,0,0,SIMPLE
Demo_S1_simple,S1,0.520,0.1642,0.0806,1.0229,0.3600,2.5931,0.0776,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2069,0.6931,0,0,0,SIMPLE
Demo_S1_simple,S1,0.530,0.1661,0.0837,1.0492,0.3600,2.6318,0.0806,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.2033,0.6967,0,0,0,SIMPLE
Demo_S1_simple,S1,0.540,0.1679,0.0868,1.0759,0.3600,2.6712,0.0837,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.1996,0.7004,0,0,0,SIMPLE
Demo_S1_simple,S1,0.550,0.1696,0.0900,1.1030,0.3600,2.7111,0.0868,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.1958,0.7042,0,0,0,SIMPLE
Demo_S1_simple,S1,0.560,0.1712,0.0932,1.1305,0.3600,2.7517,0.0900,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.1920,0.7080,0,0,0,SIMPLE
Demo_S1_simple,S1,0.570,0.1727,0.0964,1.1585,0.3600,2.7928,0.0932,0,0.2000,0.5000,1.0000,0.5000,0.2000,0,0,0.1882,0.7118,0,0,0,SIMPLE
