run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes,battery_voltage,temperature,v_left_actual,v_right_actual
Demo_S1_hifi,S1,0.140,0.0238,0.0829,0.1474,0.3000,0.7500,0.0825,0,0.0038,0.0000,0.0162,0.1027,0.4661,0,0,0.2010,0.6990,0,0,0,HIFI,11.77,25.01,0.1486,0.5121
Demo_S1_hifi,S1,0.150,0.0270,0.0835,0.1613,0.3200,0.8000,0.0829,0,0.0000,0.0108,0.0000,0.1054,0.4555,0,0,0.2006,0.6994,0,0,0,HIFI,11.77,25.01,0.1500,0.5183
Demo_S1_hifi,S1,0.160,0.0302,0.0838,0.1721,0.3196,0.8500,0.0835,0,0.0000,0.0028,0.0297,0.1031,0.4354,0,0,0.1998,0.7002,0,0,0,HIFI,11.77,25.02,0.1512,0.5235
Demo_S1_hifi,S1,0.170,0.0334,0.0844,0.1782,0.3310,0.9000,0.0838,0,0.0083,0.0115,0.0112,0.1067,0.4456,0,0,0.1995,0.7005,0,0,0,HIFI,11.77,25.02,0.1521,0.5279
Demo_S1_hifi,S1,0.180,0.0367,0.0852,0.1849,0.3342,0.9500,0.0844,0,0.0062,0.0040,0.0000,0.0988,0.4377,0,0,0.1987,0.7013,0,0,0,HIFI,11.77,25.02,0.1527,0.5317
Demo_S1_hifi,S1,0.190,0.0399,0.0855,0.2019,0.3230,1.0000,0.0852,0,0.0049,0.0000,0.0107,0.0990,0.3941,0,0,0.1977,0.7023,0,0,0,HIFI,11.77,25.02,0.1531,0.5349
Demo_S1_hifi,S1,0.200,0.0432,0.0865,0.2097,0.3380,1.0500,0.0855,0,0.0000,0.0021,0.0003,0.0948,0.3825,0,0,0.1974,0.7026,0,0,0,HIFI,11.77,25.02,0.1534,0.5377
Demo_S1_hifi,S1,0.210,0.0464,0.0873,0.2154,0.3292,1.1000,0.0865,0,0.0000,0.0000,0.0158,0.0777,0.3772,0,0,0.1962,0.7038,0,0,0,HIFI,11.77,25.02,0.1535,0.5402
Demo_S1_hifi,S1,0.220,0.0497,0.0884,0.2201,0.3394,1.1500,0.0873,0,0.0000,0.0065,0.0000,0.0842,0.3594,0,0,0.1953,0.7047,0,0,0,HIFI,11.77,25.02,0.1535,0.5423
Demo_S1_hifi,S1,0.230,0.0531,0.0891,0.2318,0.3492,1.2000,0.0884,0,0.0046,0.0000,0.0081,0.0595,0.3611,0,0,0.1940,0.7060,0,0,0,HIFI,11.77,25.02,0.1533,0.5443
Demo_S1_hifi,S1,0.240,0.0565,0.0902,0.2486,0.3473,1.2500,0.0891,0,0.0000,0.0162,0.0000,0.0687,0.3194,0,0,0.1931,0.7069,0,0,0,HIFI,11.77,25.02,0.1530,0.5461
Demo_S1_hifi,S1,0.250,0.0600,0.0912,0.2716,0.3581,1.3000,0.0902,0,0.0000,0.0000,0.0081,0.0411,0.2990,0,0,0.1918,0.7082,0,0,0,HIFI,11.77,25.02,0.1526,0.5477
Demo_S1_hifi,S1,0.260,0.0632,0.0918,0.2828,0.3381,1.3500,0.0912,0,0.0108,0.0000,0.0146,0.0461,0.2746,0,0,0.1906,0.7094,0,0,0,HIFI,11.77,25.02,0.1521,0.5493
Demo_S1_hifi,S1,0.270,0.0665,0.0922,0.3004,0.3476,1.4000,0.0918,0,0.0067,0.0117,0.0042,0.0483,0.2630,0,0,0.1899,0.7101,0,0,0,HIFI,11.77,25.03,0.1516,0.5506
Demo_S1_hifi,S1,0.280,0.0697,0.0932,0.3078,0.3276,1.4500,0.0922,0,0.0000,0.0003,0.0000,0.0339,0.2390,0,0,0.1894,0.7106,0,0,0,HIFI,11.77,25.03,0.1511,0.5518
Demo_S1_hifi,S1,0.290,0.0728,0.0944,0.3182,0.3314,1.5000,0.0932,0,0.0107,0.0272,0.0000,0.0183,0.2416,0,0,0.1881,0.7119,0,0,0,HIFI,11.77,25.03,0.1505,0.5530
Demo_S1_hifi,S1,0.300,0.0758,0.0949,0.3386,0.3202,1.5500,0.0944,0,0.0012,0.0046,0.0055,0.0388,0.2252,0,0,0.1867,0.7133,0,0,0,HIFI,11.77,25.03,0.1499,0.5541
Demo_S1_hifi,S1,0.310,0.0790,0.0951,0.3428,0.3376,1.6000,0.0949,0,0.0000,0.0163,0.0027,0.0224,0.2060,0,0,0.1861,0.7139,0,0,0,HIFI,11.77,25.03,0.1492,0.5552
Demo_S1_hifi,S1,0.320,0.0823,0.0962,0.3587,0.3480,1.6500,0.0951,0,0.0143,0.0000,0.0008,0.0121,0.2024,0,0,0.1858,0.7142,0,0,0,HIFI,11.77,25.03,0.1487,0.5561
Demo_S1_hifi,S1,0.330,0.0855,0.0980,0.3793,0.3464,1.7000,0.0962,0,0.0000,0.0000,0.0016,0.0378,0.1914,0,0,0.1845,0.7155,0,0,0,HIFI,11.77,25.03,0.1480,0.5570
Demo_S1_hifi,S1,0.340,0.0887,0.0979,0.3969,0.3393,1.7500,0.0980,0,0.0000,0.0000,0.0188,0.0219,0.1614,0,0,0.1824,0.7176,0,0,0,HIFI,11.77,25.03,0.1472,0.5581
Demo_S1_hifi,S1,0.350,0.0918,0.0989,0.4209,0.3409,1.8000,0.0979,0,0.0000,0.0000,0.0000,0.0071,0.1511,0,0,0.1825,0.7175,0,0,0,HIFI,11.77,25.03,0.1466,0.5589
Demo_S1_hifi,S1,0.360,0.0950,0.1005,0.4387,0.3507,1.8500,0.0989,0,0.0000,0.0077,0.0094,0.0155,0.1588,0,0,0.1813,0.7187,0,0,0,HIFI,11.77,25.03,0.1459,0.5598
Demo_S1_hifi,S1,0.370,0.0980,0.1022,0.4539,0.3307,1.9000,0.1005,0,0.0236,0.0105,0.0086,0.0012,0.1422,0,0,0.1794,0.7206,0,0,0,HIFI,11.77,25.03,0.1450,0.5608
Demo_S1_hifi,S1,0.380,0.1010,0.1032,0.4749,0.3394,1.9500,0.1022,0,0.0000,0.0000,0.0005,0.0139,0.1156,0,0,0.1773,0.7227,0,0,0,HIFI,11.77,25.03,0.1441,0.5619
Demo_S1_hifi,S1,0.390,0.1041,0.1051,0.4998,0.3555,2.0000,0.1032,0,0.0000,0.0000,0.0047,0.0025,0.1157,0,0,0.1761,0.7239,0,0,0,HIFI,11.77,25.04,0.1431,0.5629
Demo_S1_hifi,S1,0.400,0.1071,0.1058,0.5167,0.3355,2.0500,0.1051,0,0.0000,0.0065,0.0000,0.0132,0.0906,0,0,0.1739,0.7261,0,0,0,HIFI,11.77,25.04,0.1420,0.5641
Demo_S1_hifi,S1,0.410,0.1099,0.1087,0.5401,0.3329,2.1000,0.1058,0,0.0000,0.0000,0.0000,0.0000,0.0739,0,0,0.1731,0.7269,0,0,0,HIFI,11.77,25.04,0.1410,0.5652
Demo_S1_hifi,S1,0.420,0.1128,0.1111,0.5599,0.3367,2.1500,0.1087,0,0.0000,0.0000,0.0000,0.0000,0.0719,0,0,0.1696,0.7304,0,0,0,HIFI,11.77,25.04,0.1397,0.5666
Demo_S1_hifi,S1,0.430,0.1156,0.1135,0.5853,0.3334,2.2000,0.1111,0,0.0000,0.0101,0.0000,0.0000,0.0535,0,0,0.1667,0.7333,0,0,0,HIFI,11.77,25.04,0.1382,0.5681
Demo_S1_hifi,S1,0.440,0.1185,0.1148,0.6025,0.3474,2.2500,0.1135,0,0.0050,0.0000,0.0000,0.0000,0.0302,0,0,0.1638,0.7362,0,0,0,HIFI,11.77,25.04,0.1366,0.5697
Demo_S1_hifi,S1,0.450,0.1212,0.1163,0.6313,0.3358,2.3000,0.1148,0,0.0000,0.0000,0.0000,0.0000,0.0181,0,0,0.1622,0.7378,0,0,0,HIFI,11.77,25.04,0.1351,0.5713
Demo_S1_hifi,S1,0.460,0.1239,0.1193,0.6639,0.3333,2.3500,0.1163,0,0.0170,0.0000,0.0017,0.0079,0.0371,0,0,0.1605,0.7395,0,0,0,HIFI,11.77,25.04,0.1335,0.5728
Demo_S1_hifi,S1,0.470,0.1266,0.1207,0.6898,0.3472,2.4000,0.1193,0,0.0028,0.0048,0.0000,0.0000,0.0290,0,0,0.1568,0.7432,0,0,0,HIFI,11.77,25.04,0.1318,0.5746
Demo_S1_hifi,S1,0.480,0.1293,0.1224,0.7223,0.3547,2.4500,0.1207,0,0.0037,0.0000,0.0042,0.0220,0.0041,0,0,0.1551,0.7449,0,0,0,HIFI,11.77,25.04,0.1301,0.5763
Demo_S1_hifi,S1,0.490,0.1319,0.1245,0.7540,0.3527,2.5000,0.1224,0,0.0000,0.0000,0.0099,0.0000,0.0180,0,0,0.1531,0.7469,0,0,0,HIFI,11.77,25.04,0.1285,0.5779
Demo_S1_hifi,S1,0.500,0.1344,0.1271,0.7889,0.3403,2.5500,0.1245,0,0.0085,0.0000,0.0023,0.0010,0.0000,0,0,0.1507,0.7493,0,0,0,HIFI,11.77,25.05,0.1268,0.5797
Demo_S1_hifi,S1,0.510,0.1367,0.1301,0.8142,0.3362,2.6000,0.1271,0,0.0000,0.0000,0.0000,0.0000,0.0146,0,0,0.1475,0.7525,0,0,0,HIFI,11.77,25.05,0.1249,0.5815
Demo_S1_hifi,S1,0.520,0.1390,0.1329,0.8358,0.3360,2.6500,0.1301,0,0.0116,0.0000,0.0117,0.0000,0.0000,0,0,0.1439,0.7561,0,0,0,HIFI,11.77,25.05,0.1229,0.5835
Demo_S1_hifi,S1,0.530,0.1412,0.1360,0.8763,0.3269,2.7000,0.1329,0,0.0117,0.0073,0.0000,0.0000,0.0000,0,0,0.1405,0.7595,0,0,0,HIFI,11.77,25.05,0.1208,0.5856
Demo_S1_hifi,S1,0.540,0.1433,0.1400,0.9010,0.3469,2.7500,0.1360,0,0.0000,0.0000,0.0045,0.0000,0.0000,0,0,0.1368,0.7632,0,0,0,HIFI,11.77,25.05,0.1186,0.5879
Demo_S1_hifi,S1,0.550,0.1454,0.1423,0.9425,0.3425,2.8000,0.1400,0,0.0000,0.0171,0.0085,0.0108,0.0000,0,0,0.1320,0.7680,0,0,0,HIFI,11.77,25.05,0.1161,0.5904
Demo_S1_hifi,S1,0.560,0.1474,0.1455,0.9715,0.3400,2.8500,0.1423,0,0.0023,0.0047,0.0000,0.0046,0.0016,0,0,0.1292,0.7708,0,0,0,HIFI,11.77,25.05,0.1136,0.5928
Demo_S1_hifi,S1,0.570,0.1492,0.1484,1.0041,0.3335,2.9000,0.1455,0,0.0000,0.0043,0.0021,0.0000,0.0000,0,0,0.1254,0.7746,0,0,0,HIFI,11.77,25.05,0.1111,0.5954
Demo_S1_hifi,S1,0.580,0.1511,0.1510,1.0337,0.3535,2.9500,0.1484,0,0.0003,0.0000,0.0031,0.0148,0.0115,0,0,0.1220,0.7780,0,0,0,HIFI,11.77,25.05,0.1086,0.5979
Demo_S1_hifi,S1,0.590,0.1528,0.1555,1.0648,0.3504,3.0000,0.1510,0,0.0000,0.0064,0.0000,0.0000,0.0028,0,0,0.1188,0.7812,0,0,0,HIFI,11.77,25.05,0.1060,0.6005
Demo_S1_hifi,S1,0.600,0.1545,0.1581,1.0926,0.3436,3.0500,0.1555,0,0.0025,0.0000,0.0000,0.0000,0.0073,0,0,0.1134,0.7866,0,0,0,HIFI,11.77,25.05,0.1032,0.6033
Demo_S1_hifi,S1,0.610,0.1560,0.1621,1.1243,0.3569,3.1000,0.1581,0,0.0102,0.0152,0.0000,0.0089,0.0000,0,0,0.1103,0.7897,0,0,0,HIFI,11.77,25.05,0.1004,0.6061
Demo_S1_hifi,S1,0.620,0.1575,0.1647,1.1533,0.3369,3.1059,0.1621,0,0.0218,0.0000,0.0000,0.0115,0.0000,0,0,0.1054,0.7946,0,0,0,HIFI,11.77,25.06,0.0975,0.6090
Demo_S1_hifi,S1,0.630,0.1587,0.1668,1.1779,0.3309,3.1559,0.1647,0,0.0000,0.0000,0.0000,0.0032,0.0000,0,0,0.1023,0.7977,0,0,0,HIFI,11.77,25.06,0.0946,0.6119
Demo_S1_hifi,S1,0.640,0.1600,0.1711,1.2117,0.3404,3.2059,0.1668,0,0.0008,0.0000,0.0116,0.0003,0.0000,0,0,0.0998,0.8002,0,0,0,HIFI,11.77,25.06,0.0919,0.6146
Demo_S1_hifi,S1,0.650,0.1612,0.1740,1.2547,0.3537,3.2559,0.1711,0,0.0184,0.0017,0.0000,0.0000,0.0000,0,0,0.0947,0.8053,0,0,0,HIFI,11.77,25.06,0.0890,0.6175
Demo_S1_hifi,S1,0.660,0.1622,0.1760,1.2918,0.3489,3.3059,0.1740,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0912,0.8088,0,0,0,HIFI,11.77,25.06,0.0861,0.6204
Demo_S1_hifi,S1,0.670,0.1631,0.1788,1.3260,0.3289,3.3045,0.1760,0,0.0000,0.0006,0.0136,0.0022,0.0000,0,0,0.0888,0.8112,0,0,0,HIFI,11.77,25.06,0.0833,0.6231
Demo_S1_hifi,S1,0.680,0.1639,0.1822,1.3596,0.3486,3.3545,0.1788,0,0.0040,0.0000,0.0000,0.0077,0.0000,0,0,0.0855,0.8145,0,0,0,HIFI,11.77,25.06,0.0806,0.6259
Demo_S1_hifi,S1,0.690,0.1645,0.1865,1.4082,0.3523,3.4045,0.1822,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0813,0.8187,0,0,0,HIFI,11.77,25.06,0.0778,0.6287
Demo_S1_hifi,S1,0.700,0.1650,0.1879,1.4457,0.3482,3.4545,0.1865,0,0.0015,0.0201,0.0000,0.0018,0.0000,0,0,0.0762,0.8238,0,0,0,HIFI,11.77,25.06,0.0748,0.6317
Demo_S1_hifi,S1,0.710,0.1654,0.1917,1.4782,0.3290,3.4848,0.1879,0,0.0003,0.0038,0.0000,0.0000,0.0156,0,0,0.0745,0.8255,0,0,0,HIFI,11.77,25.06,0.0721,0.6344
Demo_S1_hifi,S1,0.720,0.1657,0.1950,1.5121,0.3386,3.5348,0.1917,0,0.0000,0.0000,0.0115,0.0000,0.0055,0,0,0.0700,0.8300,0,0,0,HIFI,11.77,25.06,0.0692,0.6373
Demo_S1_hifi,S1,0.730,0.1658,0.1974,1.5485,0.3337,3.5848,0.1950,0,0.0000,0.0060,0.0021,0.0000,0.0000,0,0,0.0660,0.8340,0,0,0,HIFI,11.77,25.07,0.0663,0.6402
Demo_S1_hifi,S1,0.740,0.1658,0.1984,1.5853,0.3403,3.6348,0.1974,0,0.0105,0.0000,0.0000,0.0000,0.0073,0,0,0.0631,0.8369,0,0,0,HIFI,11.77,25.07,0.0635,0.6430
Demo_S1_hifi,S1,0.750,0.1657,0.2042,1.6266,0.3209,3.5848,0.1984,0,0.0000,0.0015,0.0000,0.0059,0.0096,0,0,0.0619,0.8381,0,0,0,HIFI,11.77,25.07,0.0610,0.6454
Demo_S1_hifi,S1,0.760,0.1655,0.2070,1.6532,0.3312,3.6348,0.2042,0,0.0000,0.0056,0.0029,0.0000,0.0191,0,0,0.0549,0.8451,0,0,0,HIFI,11.77,25.07,0.0581,0.6484
Demo_S1_hifi,S1,0.770,0.1651,0.2101,1.6922,0.3395,3.6848,0.2070,0,0.0125,0.0107,0.0000,0.0088,0.0041,0,0,0.0517,0.8483,0,0,0,HIFI,11.77,25.07,0.0551,0.6514
Demo_S1_hifi,S1,0.780,0.1646,0.2134,1.7259,0.3332,3.7348,0.2101,0,0.0000,0.0116,0.0008,0.0088,0.0000,0,0,0.0479,0.8521,0,0,0,HIFI,11.77,25.07,0.0522,0.6543
Demo_S1_hifi,S1,0.790,0.1641,0.2148,1.7575,0.3445,3.7848,0.2134,0,0.0015,0.0000,0.0053,0.0016,0.0022,0,0,0.0439,0.8561,0,0,0,HIFI,11.77,25.07,0.0493,0.6572
Demo_S1_hifi,S1,0.800,0.1634,0.2161,1.7970,0.3384,3.8348,0.2148,0,0.0000,0.0000,0.0028,0.0026,0.0104,0,0,0.0423,0.8577,0,0,0,HIFI,11.77,25.07,0.0466,0.6599
Demo_S1_hifi,S1,0.810,0.1625,0.2185,1.8389,0.3463,3.8848,0.2161,0,0.0000,0.0153,0.0000,0.0048,0.0061,0,0,0.0407,0.8593,0,0,0,HIFI,11.77,25.07,0.0441,0.6624
Demo_S1_hifi,S1,0.820,0.1616,0.2213,1.8796,0.3362,3.9348,0.2185,0,0.0000,0.0036,0.0000,0.0003,0.0000,0,0,0.0378,0.8622,0,0,0,HIFI,11.77,25.07,0.0417,0.6648
Demo_S1_hifi,S1,0.830,0.1605,0.2244,1.9158,0.3353,3.9848,0.2213,0,0.0084,0.0000,0.0148,0.0084,0.0037,0,0,0.0345,0.8655,0,0,0,HIFI,11.77,25.07,0.0393,0.6672
Demo_S1_hifi,S1,0.840,0.1592,0.2267,1.9548,0.3445,4.0348,0.2244,0,0.0000,0.0053,0.0049,0.0047,0.0000,0,0,0.0307,0.8693,0,0,0,HIFI,11.77,25.07,0.0368,0.6697
Demo_S1_hifi,S1,0.850,0.1579,0.2295,2.0016,0.3368,4.0769,0.2267,0,0.0099,0.0000,0.0055,0.0057,0.0000,0,0,0.0279,0.8721,0,0,0,HIFI,11.77,25.08,0.0343,0.6722
Demo_S1_hifi,S1,0.860,0.1565,0.2328,2.0476,0.3326,4.0684,0.2295,0,0.0231,0.0005,0.0000,0.0015,0.0000,0,0,0.0246,0.8754,0,0,0,HIFI,11.77,25.08,0.0318,0.6747
Demo_S1_hifi,S1,0.870,0.1549,0.2353,2.0813,0.3370,4.1184,0.2328,0,0.0000,0.0051,0.0114,0.0103,0.0138,0,0,0.0206,0.8794,0,0,0,HIFI,11.77,25.08,0.0292,0.6773
Demo_S1_hifi,S1,0.880,0.1531,0.2375,2.1182,0.3514,4.1684,0.2353,0,0.0025,0.0071,0.0258,0.0000,0.0058,0,0,0.0177,0.8823,0,0,0,HIFI,11.77,25.08,0.0266,0.6799
Demo_S1_hifi,S1,0.890,0.1512,0.2404,2.1690,0.3434,4.2184,0.2375,0,0.0129,0.0000,0.0000,0.0005,0.0000,0,0,0.0150,0.8850,0,0,0,HIFI,11.77,25.08,0.0242,0.6823
Demo_S1_hifi,S1,0.900,0.1493,0.2427,2.2061,0.3299,4.1684,0.2404,0,0.0000,0.0077,0.0020,0.0016,0.0028,0,0,0.0115,0.8885,0,0,0,HIFI,11.77,25.08,0.0216,0.6849
Demo_S1_hifi,S1,0.910,0.1472,0.2449,2.2437,0.3425,4.2184,0.2427,0,0.0000,0.0091,0.0000,0.0058,0.0000,0,0,0.0088,0.8912,0,0,0,HIFI,11.77,25.08,0.0192,0.6873
Demo_S1_hifi,S1,0.920,0.1451,0.2483,2.2812,0.3379,4.2684,0.2449,0,0.0140,0.0000,0.0000,0.0089,0.0085,0,0,0.0062,0.8938,0,0,0,HIFI,11.77,25.08,0.0168,0.6897
Demo_S1_hifi,S1,0.930,0.1428,0.2495,2.3206,0.3387,4.3184,0.2483,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0020,0.8980,0,0,0,HIFI,11.77,25.08,0.0143,0.6922
Demo_S1_hifi,S1,0.940,0.1404,0.2527,2.3603,0.3405,4.3684,0.2495,0,0.0048,0.0058,0.0000,0.0000,0.0000,0,0,0.0006,0.8994,0,0,0,HIFI,11.77,25.08,0.0120,0.6945
Demo_S1_hifi,S1,0.950,0.1380,0.2543,2.4127,0.3323,4.3354,0.2527,0,0.0000,0.0000,0.0000,0.0037,0.0000,0,0,-0.0033,0.9033,0,0,0,HIFI,11.77,25.08,0.0095,0.6969
Demo_S1_hifi,S1,0.960,0.1354,0.2571,2.4637,0.3486,4.3854,0.2543,0,0.0070,0.0000,0.0130,0.0108,0.0110,0,0,-0.0051,0.9051,0,0,0,HIFI,11.77,25.09,0.0073,0.6992
Demo_S1_hifi,S1,0.970,0.1327,0.2593,2.5126,0.3326,4.3973,0.2571,0,0.0075,0.0000,0.0058,0.0201,0.0185,0,0,-0.0085,0.9085,0,0,0,HIFI,11.77,25.09,0.0050,0.7015
Demo_S1_hifi,S1,0.980,0.1299,0.2629,2.5599,0.3426,4.4473,0.2593,0,0.0034,0.0342,0.0000,0.0000,0.0182,0,0,-0.0112,0.9112,0,0,0,HIFI,11.77,25.09,0.0027,0.7037
Demo_S1_hifi,S1,0.990,0.1269,0.2663,2.6005,0.3508,4.4973,0.2629,0,0.0122,0.0000,0.0034,0.0000,0.0030,0,0,-0.0155,0.9155,0,0,0,HIFI,11.77,25.09,0.0002,0.7061
Demo_S1_hifi,S1,1.000,0.1240,0.2672,2.6419,0.3408,4.5473,0.2663,0,0.0023,0.0000,0.0000,0.0047,0.0189,0,0,-0.0196,0.9196,0,0,0,HIFI,11.77,25.09,-0.0024,0.7086
Demo_S1_hifi,S1,1.010,0.1211,0.2703,2.6805,0.3245,4.4973,0.2672,0,0.0000,0.0089,0.0000,0.0000,0.0086,0,0,-0.0206,0.9206,0,0,0,HIFI,11.76,25.09,-0.0047,0.7109
Demo_S1_hifi,S1,1.020,0.1180,0.2719,2.7306,0.3418,4.5473,0.2703,0,0.0018,0.0000,0.0166,0.0067,0.0000,0,0,-0.0244,0.9244,0,0,0,HIFI,11.76,25.09,-0.0071,0.7132
Demo_S1_hifi,S1,1.030,0.1150,0.2724,2.7767,0.3297,4.4973,0.2719,0,0.0102,0.0047,0.0049,0.0000,0.0185,0,0,-0.0263,0.9263,0,0,0,HIFI,11.76,25.09,-0.0093,0.7154
Demo_S1_hifi,S1,1.040,0.1117,0.2738,2.8204,0.3497,4.5473,0.2724,0,0.0000,0.0000,0.0071,0.0000,0.0000,0,0,-0.0269,0.9269,0,0,0,HIFI,11.76,25.09,-0.0113,0.7173
Demo_S1_hifi,S1,1.050,0.1083,0.2749,2.8657,0.3550,4.5973,0.2738,0,0.0018,0.0000,0.0187,0.0000,0.0000,0,0,-0.0286,0.9286,0,0,0,HIFI,11.76,25.09,-0.0131,0.7191
Demo_S1_hifi,S1,1.060,0.1050,0.2752,2.9149,0.3351,4.6322,0.2749,0,0.0006,0.0125,0.0038,0.0000,0.0000,0,0,-0.0298,0.9298,0,0,0,HIFI,11.76,25.09,-0.0149,0.7207
Demo_S1_hifi,S1,1.070,0.1018,0.2759,2.9663,0.3289,4.5822,0.2752,0,0.0159,0.0000,0.0220,0.0010,0.0036,0,0,-0.0302,0.9302,0,0,0,HIFI,11.76,25.10,-0.0163,0.7222
Demo_S1_hifi,S1,1.080,0.0984,0.2759,3.0024,0.3489,4.6322,0.2759,0,0.0000,0.0102,0.0000,0.0000,0.0000,0,0,-0.0310,0.9310,0,0,0,HIFI,11.76,25.10,-0.0177,0.7234
Demo_S1_hifi,S1,1.090,0.0950,0.2768,3.0458,0.3349,4.6822,0.2759,0,0.0000,0.0000,0.0110,0.0000,0.0090,0,0,-0.0311,0.9311,0,0,0,HIFI,11.76,25.10,-0.0188,0.7245
Demo_S1_hifi,S1,1.100,0.0917,0.2764,3.0889,0.3372,4.7157,0.2768,0,0.0000,0.0000,0.0000,0.0075,0.0048,0,0,-0.0322,0.9322,0,0,0,HIFI,11.76,25.10,-0.0199,0.7256
Demo_S1_hifi,S1,1.110,0.0884,0.2768,3.1402,0.3306,4.6657,0.2764,0,0.0000,0.0042,0.0000,0.0094,0.0026,0,0,-0.0317,0.9317,0,0,0,HIFI,11.76,25.10,-0.0207,0.7264
Demo_S1_hifi,S1,1.120,0.0850,0.2764,3.1811,0.3325,4.6861,0.2768,0,0.0000,0.0151,0.0085,0.0000,0.0030,0,0,-0.0322,0.9322,0,0,0,HIFI,11.76,25.10,-0.0214,0.7271
Demo_S1_hifi,S1,1.130,0.0815,0.2754,3.2385,0.3525,4.7361,0.2764,0,0.0000,0.0203,0.0070,0.0039,0.0200,0,0,-0.0317,0.9317,0,0,0,HIFI,11.76,25.10,-0.0220,0.7276
Demo_S1_hifi,S1,1.140,0.0782,0.2758,3.2778,0.3325,4.6876,0.2754,0,0.0162,0.0010,0.0053,0.0000,0.0074,0,0,-0.0304,0.9304,0,0,0,HIFI,11.76,25.10,-0.0223,0.7279
