run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Demo_S2_final,S2,0.000,-0.0000,0.0827,-0.0430,-0.0031,-10.6667,0.0800,0,0.0423,0.0000,0.0077,0.1056,0.5396,0,0,1.0000,-1.0000,1,1,0,
Demo_S2_final,S2,0.010,0.0027,0.0772,-0.0946,0.2707,-4.2891,0.0827,0,0.0132,0.0060,0.0347,0.1110,0.4404,0,0,0.7472,-0.0632,0,0,0,
Demo_S2_final,S2,0.020,0.0054,0.0828,-0.0789,0.2776,1.6553,0.0772,0,0.0316,0.0256,0.0633,0.1733,0.6225,0,0,0.1985,0.4855,0,0,0,
Demo_S2_final,S2,0.030,0.0082,0.0783,-0.1623,0.2750,-6.3099,0.0828,0,0.0000,0.0212,0.0343,0.1160,0.4817,0,0,0.9325,-0.2485,0,0,0,
Demo_S2_final,S2,0.040,0.0109,0.0697,-0.1364,0.2744,0.8623,0.0783,0,0.0359,0.0000,0.0175,0.1563,0.5936,0,0,0.2656,0.4184,0,0,0,
Demo_S2_final,S2,0.050,0.0137,0.0650,-0.0980,0.2804,3.9708,0.0697,0,0.0138,0.0038,0.0742,0.2761,0.7907,0,0,-0.0223,0.7063,0,0,0,
Demo_S2_final,S2,0.060,0.0164,0.0698,-0.0828,0.2778,1.4565,0.0650,0,0.0163,0.0000,0.0830,0.3772,0.9199,0,0,0.2195,0.4645,0,0,0,
Demo_S2_final,S2,0.070,0.0189,0.0672,-0.1323,0.2513,-5.2424,0.0698,0,0.0000,0.0000,0.0710,0.3043,0.7985,0,0,0.8517,-0.1677,0,0,0,
Demo_S2_final,S2,0.080,0.0216,0.0704,-0.1233,0.2733,-0.1775,0.0672,0,0.0000,0.0204,0.1023,0.3595,0.9145,0,0,0.3656,0.3184,0,0,0,
Demo_S2_final,S2,0.090,0.0244,0.0758,-0.1673,0.2781,-4.3862,0.0704,0,0.0000,0.0141,0.0464,0.2574,0.7664,0,0,0.7485,-0.0645,0,0,0,
Demo_S2_final,S2,0.100,0.0270,0.0754,-0.2302,0.2588,-5.8806,0.0758,0,0.0326,0.0032,0.0116,0.2051,0.6452,0,0,0.9044,-0.2204,0,0,0,
Demo_S2_final,S2,0.110,0.0296,0.0797,-0.2608,0.2726,-1.9303,0.0754,0,0.0039,0.0000,0.0357,0.2172,0.6721,0,0,0.5253,0.1587,0,0,0,
Demo_S2_final,S2,0.120,0.0321,0.0765,-0.3100,0.2577,-5.2801,0.0797,0,0.0000,0.0175,0.0478,0.1211,0.5094,0,0,0.8502,-0.1662,0,0,0,
Demo_S2_final,S2,0.130,0.0347,0.0765,-0.3002,0.2735,0.0219,0.0765,0,0.0000,0.0022,0.0281,0.1878,0.6362,0,0,0.3490,0.3350,0,0,0,
Demo_S2_final,S2,0.140,0.0373,0.0760,-0.3170,0.2699,-2.2050,0.0765,0,0.0261,0.0000,0.0000,0.2299,0.6374,0,0,0.5561,0.1279,0,0,0,
Demo_S2_final,S2,0.150,0.0398,0.0816,-0.3388,0.2684,-1.8328,0.0760,0,0.0368,0.0032,0.0013,0.1894,0.6479,0,0,0.5262,0.1578,0,0,0,
Demo_S2_final,S2,0.160,0.0423,0.0841,-0.3977,0.2627,-6.2435,0.0816,0,0.0000,0.0000,0.0090,0.0655,0.5048,0,0,0.9351,-0.2511,0,0,0,
Demo_S2_final,S2,0.170,0.0447,0.0859,-0.4410,0.2555,-4.0785,0.0841,0,0.0000,0.0240,0.0163,0.0772,0.4223,0,0,0.7435,-0.0595,0,0,0,
Demo_S2_final,S2,0.180,0.0470,0.0897,-0.4816,0.2611,-3.5975,0.0859,0,0.0000,0.0040,0.0028,0.0685,0.4234,0,0,0.6944,-0.0104,0,0,0,
Demo_S2_final,S2,0.190,0.0492,0.0896,-0.5332,0.2480,-5.1223,0.0897,0,0.0000,0.0177,0.0362,0.0973,0.2666,0,0,0.8435,-0.1595,0,0,0,
Demo_S2_final,S2,0.200,0.0516,0.0930,-0.5636,0.2723,-2.6326,0.0896,0,0.0000,0.0000,0.0135,0.0713,0.3200,0,0,0.5911,0.0929,0,0,0,
Demo_S2_final,S2,0.210,0.0539,0.0899,-0.6015,0.2711,-5.1221,0.0930,0,0.0325,0.0000,0.0491,0.0458,0.2630,0,0,0.8244,-0.1404,0,0,0,
Demo_S2_final,S2,0.220,0.0561,0.0827,-0.5980,0.2718,-0.2865,0.0899,0,0.0426,0.0000,0.0000,0.0832,0.2761,0,0,0.3893,0.2947,0,0,0,
Demo_S2_final,S2,0.230,0.0584,0.0690,-0.5899,0.2722,2.4550,0.0827,0,0.0061,0.0000,0.0000,0.1197,0.4959,0,0,0.1093,0.5747,0,0,0,
