run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Demo_S2_final_untuned,S2,0.000,0.0036,0.0829,0.0582,0.3598,-0.5548,0.0800,0,0.0423,0.0000,0.0077,0.1056,0.5396,0,0,0.5038,0.3962,0,0,0,
Demo_S2_final_untuned,S2,0.010,0.0072,0.0777,0.0445,0.3597,-0.4905,0.0829,0,0.0132,0.0060,0.0345,0.1093,0.4358,0,0,0.5000,0.4000,0,0,0,
Demo_S2_final_untuned,S2,0.020,0.0108,0.0837,0.0393,0.3587,-0.4354,0.0777,0,0.0316,0.0255,0.0620,0.1662,0.6088,0,0,0.5060,0.3940,0,0,0,
Demo_S2_final_untuned,S2,0.030,0.0144,0.0796,0.0137,0.3601,-0.5321,0.0837,0,0.0000,0.0211,0.0331,0.1072,0.4581,0,0,0.4986,0.4014,0,0,0,
Demo_S2_final_untuned,S2,0.040,0.0180,0.0714,0.0259,0.3595,-0.5061,0.0796,0,0.0359,0.0000,0.0147,0.1399,0.5588,0,0,0.5033,0.3967,0,0,0,
Demo_S2_final_untuned,S2,0.050,0.0215,0.0672,0.0190,0.3589,-0.5604,0.0714,0,0.0138,0.0029,0.0651,0.2404,0.7473,0,0,0.5128,0.3872,0,0,0,
Demo_S2_final_untuned,S2,0.060,0.0251,0.0724,0.0143,0.3581,-0.5265,0.0672,0,0.0161,0.0000,0.0660,0.3240,0.8757,0,0,0.5177,0.3823,0,0,0,
Demo_S2_final_untuned,S2,0.070,0.0287,0.0701,0.0134,0.3578,-0.3876,0.0724,0,0.0000,0.0000,0.0585,0.2534,0.7342,0,0,0.5113,0.3887,0,0,0,
Demo_S2_final_untuned,S2,0.080,0.0323,0.0737,0.0183,0.3590,-0.5830,0.0701,0,0.0000,0.0186,0.0851,0.2977,0.8499,0,0,0.5138,0.3862,0,0,0,
Demo_S2_final_untuned,S2,0.090,0.0359,0.0795,0.0112,0.3607,-0.6982,0.0737,0,0.0000,0.0128,0.0320,0.1962,0.6834,0,0,0.5093,0.3907,0,0,0,
Demo_S2_final_untuned,S2,0.100,0.0395,0.0795,0.0032,0.3588,-0.3963,0.0795,0,0.0326,0.0025,0.0025,0.1543,0.5459,0,0,0.5021,0.3979,0,0,0,
Demo_S2_final_untuned,S2,0.110,0.0431,0.0845,-0.0133,0.3597,-0.5194,0.0795,0,0.0039,0.0000,0.0252,0.1591,0.5602,0,0,0.5018,0.3982,0,0,0,
Demo_S2_final_untuned,S2,0.120,0.0467,0.0819,-0.0126,0.3588,-0.2961,0.0845,0,0.0000,0.0170,0.0407,0.0722,0.3857,0,0,0.4956,0.4044,0,0,0,
Demo_S2_final_untuned,S2,0.130,0.0503,0.0827,-0.0069,0.3591,-0.3891,0.0819,0,0.0000,0.0014,0.0167,0.1202,0.4917,0,0,0.4984,0.4016,0,0,0,
Demo_S2_final_untuned,S2,0.140,0.0539,0.0830,-0.0058,0.3593,-0.3999,0.0827,0,0.0261,0.0000,0.0000,0.1542,0.4724,0,0,0.4973,0.4027,0,0,0,
Demo_S2_final_untuned,S2,0.150,0.0574,0.0894,-0.0125,0.3589,-0.3229,0.0830,0,0.0368,0.0022,0.0000,0.1037,0.4624,0,0,0.4967,0.4033,0,0,0,
Demo_S2_final_untuned,S2,0.160,0.0610,0.0927,-0.0120,0.3594,-0.3023,0.0894,0,0.0000,0.0000,0.0011,0.0036,0.3189,0,0,0.4887,0.4113,0,0,0,
Demo_S2_final_untuned,S2,0.170,0.0646,0.0954,-0.0153,0.3590,-0.0897,0.0927,0,0.0000,0.0238,0.0103,0.0236,0.2353,0,0,0.4844,0.4156,0,0,0,
